500000 4000
42847 51365 120 42848
42848 51365 121 42849
42849 51365 122 42850
42850 51365 123 42851
42851 51365 124 42852
42852 51365 125 42853
42853 51365 126 42854
42854 51365 127 42855
42855 51365 128 42856
42856 51365 129 42857
42857 51365 130 42858
42858 51365 131 42859
42859 51365 132 52753
42860 17708 17 484268
42861 0 0 0
42862 22627 79 388518
42863 0 0 0
42864 26753 12 42865
42865 26753 13 42866
42866 26753 14 42867
42867 26753 15 348014
42868 52859 71 266422
42869 0 0 0
42870 1031 54 49642
42871 10834 96 42872
42872 10834 97 42873
42873 10834 98 380088
42874 7620 117 299500
42875 36894 57 42876
42876 36894 58 42877
42877 36894 59 499056
42878 11210 61 219412
42879 0 0 0
42880 18625 104 42881
42881 18625 105 42882
42882 18625 106 42883
42883 18625 107 121405
42884 18120 17 1771
42885 0 0 0
42886 45830 27 325289
42887 0 0 0
42888 28979 85 136756
42889 0 0 0
42890 60148 76 495596
42891 53736 5 42892
42892 53736 6 42893
42893 53736 7 42894
42894 53736 8 42895
42895 53736 9 42896
42896 53736 10 42897
42897 53736 11 42898
42898 53736 12 42899
42899 53736 13 81495
42900 5546 94 142256
42901 0 0 0
42902 42600 21 42903
42903 42600 22 42904
42904 42600 23 42905
42905 42600 24 300551
42906 7945 118 477786
42907 34752 53 277932
42908 30829 46 400504
42909 0 0 0
42910 43938 43 29220
42911 0 0 0
42912 8492 24 423491
42913 9814 25 448152
42914 0 0 0
42915 25627 6 417974
42916 1171 130 456545
42917 0 0 0
42918 0 0 0
42919 14886 115 455519
42920 7167 99 2280
42921 0 0 0
42922 60732 34 451682
42923 0 0 0
42924 6655 73 41802
42925 0 0 0
42926 62166 36 93732
42927 0 0 0
42928 25166 10 42929
42929 25166 11 42930
42930 25166 12 42931
42931 25166 13 42932
42932 25166 14 42933
42933 25166 15 99324
42934 38078 4 367277
42935 0 0 0
42936 57689 117 55393
42937 4551 86 63809
42938 0 0 0
42939 0 0 0
42940 46763 15 25970
42941 46013 106 18480
42942 30387 75 42943
42943 30387 76 360360
42944 42836 39 95429
42945 0 0 0
42946 35444 12 120398
42947 18413 49 42948
42948 18413 50 42949
42949 18413 51 417975
42950 46868 67 340951
42951 3237 171 226294
42952 0 0 0
42953 0 0 0
42954 56182 14 113412
42955 0 0 0
42956 9538 35 126082
42957 3420 99 42958
42958 3420 100 42959
42959 3420 101 474705
42960 23895 16 207156
42961 49139 35 420842
42962 32090 81 243070
42963 0 0 0
42964 0 0 0
42965 62202 58 491751
42966 33521 11 304356
42967 35088 124 476344
42968 25627 67 368232
42969 5432 41 42970
42970 5432 42 42971
42971 5432 43 440028
42972 50731 42 68352
42973 0 0 0
42974 26964 179 1
42975 0 0 0
42976 31590 95 103321
42977 0 0 0
42978 0 0 0
42979 34340 100 42980
42980 34340 101 42981
42981 34340 102 42982
42982 34340 103 42983
42983 34340 104 42984
42984 34340 105 199319
42985 61644 27 148721
42986 56658 164 189242
42987 28914 29 42988
42988 28914 30 42989
42989 28914 31 42990
42990 28914 32 42991
42991 28914 33 244010
42992 21533 6 464120
42993 58250 161 120648
42994 0 0 0
42995 3552 39 16709
42996 56361 181 257807
42997 51523 83 42998
42998 51523 84 42999
42999 51523 85 43000
43000 51523 86 43001
43001 51523 87 199540
43002 50541 128 269061
43003 0 0 0
43004 3439 17 210903
43005 0 0 0
43006 22282 198 195870
43007 0 0 0
43008 50541 32 300688
43009 24339 194 269179
43010 46350 24 1
43011 0 0 0
43012 33498 64 9332
43013 50596 22 495303
43014 30571 109 43015
43015 30571 110 43016
43016 30571 111 43017
43017 30571 112 43018
43018 30571 113 341289
43019 47874 192 458571
43020 30611 29 250019
43021 64190 11 43022
43022 64190 12 43023
43023 64190 13 43024
43024 64190 14 43025
43025 64190 15 43026
43026 64190 16 43027
43027 64190 17 43028
43028 64190 18 43029
43029 64190 19 276396
43030 8775 119 43031
43031 8775 120 43032
43032 8775 121 43033
43033 8775 122 43034
43034 8775 123 43035
43035 8775 124 43036
43036 8775 125 43037
43037 8775 126 316653
43038 10181 70 156590
43039 21378 79 43040
43040 21378 80 422622
43041 45829 10 43042
43042 45829 11 43043
43043 45829 12 36613
43044 61421 132 175566
43045 5546 165 426320
43046 0 0 0
43047 57032 36 316304
43048 16140 90 190471
43049 17087 43 66370
43050 56588 84 278368
43051 0 0 0
43052 35083 18 160
43053 0 0 0
43054 63822 42 43055
43055 63822 43 43056
43056 63822 44 43057
43057 63822 45 43058
43058 63822 46 43059
43059 63822 47 285560
43060 11147 127 475684
43061 0 0 0
43062 55231 151 12682
43063 0 0 0
43064 7616 162 391544
43065 28326 2 218391
43066 27038 133 369573
43067 0 0 0
43068 10440 67 265701
43069 0 0 0
43070 6115 124 98300
43071 23514 56 291342
43072 15686 196 213751
43073 60102 145 475326
43074 54831 145 488824
43075 20769 2 26179
43076 44167 51 314508
43077 0 0 0
43078 38354 110 111991
43079 0 0 0
43080 36114 46 443626
43081 0 0 0
43082 41038 54 375115
43083 0 0 0
43084 36554 75 28356
43085 2497 81 43086
43086 2497 82 43087
43087 2497 83 431254
43088 48970 74 408761
43089 55673 83 43090
43090 55673 84 43091
43091 55673 85 79106
43092 29650 75 240688
43093 0 0 0
43094 53322 138 307136
43095 58250 18 373528
43096 24158 70 43097
43097 24158 71 43098
43098 24158 72 404358
43099 1629 122 307150
43100 0 0 0
43101 0 0 0
43102 11079 64 337680
43103 0 0 0
43104 62166 42 196122
43105 2344 170 479397
43106 39926 47 259088
43107 61248 80 43108
43108 61248 81 43109
43109 61248 82 43110
43110 61248 83 43111
43111 61248 84 43112
43112 61248 85 43113
43113 61248 86 82411
43114 45825 41 453228
43115 0 0 0
43116 0 0 0
43117 0 0 0
43118 24158 127 43119
43119 24158 128 43120
43120 24158 129 43121
43121 24158 130 43122
43122 24158 131 6844
43123 441 137 264062
43124 31538 150 32508
43125 32706 1 377212
43126 35515 163 333430
43127 0 0 0
43128 44398 41 43129
43129 44398 42 43130
43130 44398 43 43131
43131 44398 44 43132
43132 44398 45 380767
43133 46624 13 106169
43134 0 0 0
43135 0 0 0
43136 8844 9 435412
43137 0 0 0
43138 0 0 0
43139 52463 58 484369
43140 35885 80 273258
43141 0 0 0
43142 30528 62 211525
43143 0 0 0
43144 5263 59 407009
43145 33029 41 43146
43146 33029 42 43147
43147 33029 43 43148
43148 33029 44 96684
43149 60771 53 273012
43150 5263 107 158544
43151 0 0 0
43152 61124 59 415802
43153 0 0 0
43154 45656 80 178296
43155 0 0 0
43156 44763 138 477693
43157 38918 61 259604
43158 46659 75 357738
43159 0 0 0
43160 17749 28 51789
43161 0 0 0
43162 43413 44 457615
43163 0 0 0
43164 59324 43 341873
43165 0 0 0
43166 56498 45 43167
43167 56498 46 43168
43168 56498 47 43169
43169 56498 48 43170
43170 56498 49 43171
43171 56498 50 43172
43172 56498 51 43173
43173 56498 52 159170
43174 54788 147 311824
43175 7167 3 468033
43176 30387 71 43177
43177 30387 72 161172
43178 5554 62 172936
43179 0 0 0
43180 1629 12 238552
43181 0 0 0
43182 0 0 0
43183 35120 61 340636
43184 0 0 0
43185 0 0 0
43186 26530 1 291750
43187 0 0 0
43188 62306 18 353928
43189 5449 142 43190
43190 5449 143 43191
43191 5449 144 43192
43192 5449 145 43193
43193 5449 146 280268
43194 18763 40 394069
43195 56658 129 305796
43196 11900 92 345066
43197 43503 15 228327
43198 44400 40 306979
43199 37301 29 176596
43200 0 0 0
43201 0 0 0
43202 62202 148 413422
43203 24783 38 438820
43204 14375 12 73564
43205 2696 90 179596
43206 63261 18 427174
43207 0 0 0
43208 32049 97 377110
43209 0 0 0
43210 55789 17 221814
43211 0 0 0
43212 40758 81 43213
43213 40758 82 43214
43214 40758 83 43215
43215 40758 84 43216
43216 40758 85 43217
43217 40758 86 43218
43218 40758 87 43219
43219 40758 88 43220
43220 40758 89 43221
43221 40758 90 43222
43222 40758 91 43223
43223 40758 92 43224
43224 40758 93 259155
43225 36102 15 432854
43226 0 0 0
43227 49706 144 494345
43228 0 0 0
43229 35158 107 482594
43230 0 0 0
43231 0 0 0
43232 33763 85 214515
43233 0 0 0
43234 0 0 0
43235 20598 5 174109
43236 41252 71 398740
43237 0 0 0
43238 3570 1 43239
43239 3570 2 43240
43240 3570 3 43241
43241 3570 4 43242
43242 3570 5 43243
43243 3570 6 43244
43244 3570 7 43245
43245 3570 8 43246
43246 3570 9 43247
43247 3570 10 43248
43248 3570 11 43249
43249 3570 12 43250
43250 3570 13 43251
43251 3570 14 43252
43252 3570 15 43253
43253 3570 16 43254
43254 3570 17 43255
43255 3570 18 43256
43256 3570 19 43257
43257 3570 20 43258
43258 3570 21 43259
43259 3570 22 43260
43260 3570 23 43261
43261 3570 24 43262
43262 3570 25 43263
43263 3570 26 43264
43264 3570 27 43265
43265 3570 28 43266
43266 3570 29 43267
43267 3570 30 43268
43268 3570 31 43269
43269 3570 32 43270
43270 3570 33 43271
43271 3570 34 43272
43272 3570 35 43273
43273 3570 36 43274
43274 3570 37 43275
43275 3570 38 43276
43276 3570 39 43277
43277 3570 40 43278
43278 3570 41 43279
43279 3570 42 126402
43280 5546 77 299842
43281 0 0 0
43282 0 0 0
43283 0 0 0
43284 57136 76 248492
43285 0 0 0
43286 41557 76 433728
43287 0 0 0
43288 47959 11 39803
43289 0 0 0
43290 48119 13 157021
43291 61237 29 454546
43292 43594 61 86052
43293 0 0 0
43294 30829 204 382406
43295 0 0 0
43296 0 0 0
43297 0 0 0
43298 15078 162 383521
43299 0 0 0
43300 60888 156 43301
43301 60888 157 43302
43302 60888 158 43303
43303 60888 159 284170
43304 2078 99 172430
43305 0 0 0
43306 0 0 0
43307 47990 151 38931
43308 9661 1 43309
43309 9661 2 43310
43310 9661 3 43311
43311 9661 4 43312
43312 9661 5 43313
43313 9661 6 43314
43314 9661 7 43315
43315 9661 8 43316
43316 9661 9 43317
43317 9661 10 43318
43318 9661 11 43319
43319 9661 12 132197
43320 46763 18 153391
43321 64465 39 84294
43322 11943 42 144778
43323 0 0 0
43324 0 0 0
43325 6079 19 43326
43326 6079 20 43327
43327 6079 21 43328
43328 6079 22 43329
43329 6079 23 20437
43330 24494 1 43331
43331 24494 2 43332
43332 24494 3 43333
43333 24494 4 43334
43334 24494 5 43335
43335 24494 6 43336
43336 24494 7 43337
43337 24494 8 43338
43338 24494 9 43339
43339 24494 10 43340
43340 24494 11 43341
43341 24494 12 43342
43342 24494 13 43343
43343 24494 14 43344
43344 24494 15 43345
43345 24494 16 43346
43346 24494 17 43347
43347 24494 18 43348
43348 24494 19 43349
43349 24494 20 43350
43350 24494 21 43351
43351 24494 22 43352
43352 24494 23 43353
43353 24494 24 43354
43354 24494 25 43355
43355 24494 26 43356
43356 24494 27 43357
43357 24494 28 43358
43358 24494 29 43359
43359 24494 30 43360
43360 24494 31 43361
43361 24494 32 43362
43362 24494 33 43363
43363 24494 34 43364
43364 24494 35 43365
43365 24494 36 43366
43366 24494 37 43367
43367 24494 38 43368
43368 24494 39 43369
43369 24494 40 43370
43370 24494 41 43371
43371 24494 42 43372
43372 24494 43 43373
43373 24494 44 43374
43374 24494 45 43375
43375 24494 46 43376
43376 24494 47 43377
43377 24494 48 43378
43378 24494 49 43379
43379 24494 50 43380
43380 24494 51 43381
43381 24494 52 43382
43382 24494 53 43383
43383 24494 54 43384
43384 24494 55 43385
43385 24494 56 43386
43386 24494 57 43387
43387 24494 58 43388
43388 24494 59 43389
43389 24494 60 108884
43390 49837 25 458542
43391 0 0 0
43392 1072 7 43393
43393 1072 8 14149
43394 5715 1 43395
43395 5715 2 43396
43396 5715 3 43397
43397 5715 4 43398
43398 5715 5 43399
43399 5715 6 43400
43400 5715 7 43401
43401 5715 8 43402
43402 5715 9 43403
43403 5715 10 43404
43404 5715 11 43405
43405 5715 12 43406
43406 5715 13 43407
43407 5715 14 43408
43408 5715 15 43409
43409 5715 16 43410
43410 5715 17 43411
43411 5715 18 43412
43412 5715 19 43413
43413 5715 20 43414
43414 5715 21 43415
43415 5715 22 43416
43416 5715 23 43417
43417 5715 24 43418
43418 5715 25 43419
43419 5715 26 106546
43420 53278 84 440382
43421 0 0 0
43422 0 0 0
43423 3390 59 165735
43424 0 0 0
43425 0 0 0
43426 10887 57 36491
43427 707 42 408494
43428 11099 88 414578
43429 0 0 0
43430 2102 104 8258
43431 13002 155 147792
43432 63642 62 316908
43433 0 0 0
43434 5870 187 87790
43435 2346 9 247908
43436 9279 26 455253
43437 0 0 0
43438 48646 136 43439
43439 48646 137 43440
43440 48646 138 43441
43441 48646 139 43442
43442 48646 140 43443
43443 48646 141 43444
43444 48646 142 43445
43445 48646 143 43446
43446 48646 144 43447
43447 48646 145 43448
43448 48646 146 43449
43449 48646 147 43450
43450 48646 148 43451
43451 48646 149 43452
43452 48646 150 43453
43453 48646 151 43454
43454 48646 152 43455
43455 48646 153 43456
43456 48646 154 43457
43457 48646 155 43458
43458 48646 156 43459
43459 48646 157 43460
43460 48646 158 43461
43461 48646 159 43462
43462 48646 160 43463
43463 48646 161 43464
43464 48646 162 43465
43465 48646 163 43466
43466 48646 164 43467
43467 48646 165 43468
43468 48646 166 43469
43469 48646 167 418774
43470 33521 22 51183
43471 24210 127 43472
43472 24210 128 43473
43473 24210 129 43474
43474 24210 130 43475
43475 24210 131 43476
43476 24210 132 43477
43477 24210 133 259298
43478 19123 68 140356
43479 0 0 0
43480 14128 137 238345
43481 0 0 0
43482 32802 22 43483
43483 32802 23 43484
43484 32802 24 43485
43485 32802 25 43486
43486 32802 26 43487
43487 32802 27 43488
43488 32802 28 43489
43489 32802 29 43490
43490 32802 30 43491
43491 32802 31 43492
43492 32802 32 43493
43493 32802 33 43494
43494 32802 34 43495
43495 32802 35 43496
43496 32802 36 43497
43497 32802 37 43498
43498 32802 38 43499
43499 32802 39 43500
43500 32802 40 43501
43501 32802 41 43502
43502 32802 42 43503
43503 32802 43 43504
43504 32802 44 43505
43505 32802 45 43506
43506 32802 46 43507
43507 32802 47 43508
43508 32802 48 43509
43509 32802 49 43510
43510 32802 50 43511
43511 32802 51 43512
43512 32802 52 43513
43513 32802 53 1
43514 46562 101 43515
43515 46562 102 43516
43516 46562 103 43517
43517 46562 104 43518
43518 46562 105 43519
43519 46562 106 43520
43520 46562 107 43521
43521 46562 108 43522
43522 46562 109 43523
43523 46562 110 402833
43524 22148 97 429686
43525 43413 100 219008
43526 24110 61 74279
43527 0 0 0
43528 58482 81 196244
43529 61999 156 43530
43530 61999 157 135299
43531 62575 184 37266
43532 42711 87 109885
43533 0 0 0
43534 24110 16 87786
43535 35088 72 166356
43536 0 0 0
43537 38660 116 446600
43538 7462 78 324440
43539 20544 27 138076
43540 14420 164 93093
43541 60387 90 494003
43542 0 0 0
43543 57689 62 276753
43544 27294 1 423378
43545 9086 48 478894
43546 44198 18 43547
43547 44198 19 43548
43548 44198 20 43549
43549 44198 21 396787
43550 49615 24 381851
43551 0 0 0
43552 34482 151 276009
43553 3125 52 338828
43554 0 0 0
43555 13091 154 241136
43556 7167 42 296469
43557 0 0 0
43558 44723 68 405688
43559 0 0 0
43560 54325 64 233494
43561 9279 56 337773
43562 6795 34 479975
43563 0 0 0
43564 54007 27 120342
43565 38859 62 43566
43566 38859 63 474570
43567 27594 6 43568
43568 27594 7 43569
43569 27594 8 43570
43570 27594 9 43571
43571 27594 10 43572
43572 27594 11 43573
43573 27594 12 289108
43574 30611 143 439935
43575 17236 110 294692
43576 38463 12 94639
43577 0 0 0
43578 0 0 0
43579 44311 32 332021
43580 36596 91 43581
43581 36596 92 43582
43582 36596 93 410748
43583 42836 187 57750
43584 50913 61 242974
43585 0 0 0
43586 30352 4 355884
43587 0 0 0
43588 49837 145 84786
43589 4334 79 18325
43590 61893 9 43591
43591 61893 10 43592
43592 61893 11 43593
43593 61893 12 43594
43594 61893 13 43595
43595 61893 14 226062
43596 55236 33 465016
43597 0 0 0
43598 62202 84 293930
43599 0 0 0
43600 60815 10 177994
43601 0 0 0
43602 38078 36 15844
43603 0 0 0
43604 28979 38 307816
43605 0 0 0
43606 0 0 0
43607 0 0 0
43608 1754 73 453679
43609 0 0 0
43610 0 0 0
43611 0 0 0
43612 6794 54 43613
43613 6794 55 43614
43614 6794 56 89200
43615 170 23 349681
43616 12328 90 223850
43617 0 0 0
43618 35221 22 47410
43619 0 0 0
43620 0 0 0
43621 44400 4 84629
43622 60102 171 453098
43623 6417 125 131620
43624 46928 180 33301
43625 0 0 0
43626 51992 85 100942
43627 1636 6 43628
43628 1636 7 43629
43629 1636 8 43630
43630 1636 9 43631
43631 1636 10 43632
43632 1636 11 43633
43633 1636 12 423390
43634 37801 72 479944
43635 0 0 0
43636 50779 139 396779
43637 0 0 0
43638 20598 82 171579
43639 0 0 0
43640 25278 64 192632
43641 45167 27 264381
43642 65065 118 440391
43643 0 0 0
43644 20163 79 354654
43645 7028 25 418026
43646 0 0 0
43647 61796 82 290700
43648 48666 15 206773
43649 0 0 0
43650 12241 86 278126
43651 0 0 0
43652 24330 114 310384
43653 0 0 0
43654 11020 152 76900
43655 0 0 0
43656 49221 19 69990
43657 47959 106 19129
43658 6417 98 429910
43659 56281 96 43660
43660 56281 97 233501
43661 48900 62 341874
43662 3439 39 426202
43663 0 0 0
43664 43940 2 297695
43665 0 0 0
43666 22192 73 133071
43667 6795 59 193720
43668 0 0 0
43669 15056 81 325041
43670 816 23 183400
43671 0 0 0
43672 35515 29 292192
43673 0 0 0
43674 1171 157 487392
43675 0 0 0
43676 24927 10 43677
43677 24927 11 354658
43678 38801 56 380352
43679 170 38 398501
43680 0 0 0
43681 0 0 0
43682 13526 20 318136
43683 36671 17 273028
43684 56005 69 120674
43685 0 0 0
43686 14927 127 245368
43687 61755 27 43688
43688 61755 28 43689
43689 61755 29 46708
43690 4164 32 14391
43691 0 0 0
43692 26309 72 145724
43693 0 0 0
43694 25627 24 39571
43695 0 0 0
43696 59443 4 228289
43697 0 0 0
43698 13364 48 43699
43699 13364 49 43700
43700 13364 50 43701
43701 13364 51 43702
43702 13364 52 43703
43703 13364 53 43704
43704 13364 54 43705
43705 13364 55 43706
43706 13364 56 43707
43707 13364 57 444182
43708 31940 18 43709
43709 31940 19 43710
43710 31940 20 43711
43711 31940 21 43712
43712 31940 22 43713
43713 31940 23 43714
43714 31940 24 43715
43715 31940 25 43716
43716 31940 26 43717
43717 31940 27 43718
43718 31940 28 43719
43719 31940 29 43720
43720 31940 30 43721
43721 31940 31 76799
43722 61389 75 43723
43723 61389 76 43724
43724 61389 77 43725
43725 61389 78 43726
43726 61389 79 43727
43727 61389 80 43728
43728 61389 81 43729
43729 61389 82 43730
43730 61389 83 43731
43731 61389 84 43732
43732 61389 85 43733
43733 61389 86 425348
43734 55231 53 223654
43735 4677 71 43736
43736 4677 72 43737
43737 4677 73 18702
43738 30803 131 50550
43739 42455 171 43740
43740 42455 172 43741
43741 42455 173 43742
43742 42455 174 1
43743 0 0 0
43744 60670 198 466211
43745 5587 1 255362
43746 61850 1 43747
43747 61850 2 380975
43748 64577 174 43749
43749 64577 175 43750
43750 64577 176 43751
43751 64577 177 43752
43752 64577 178 43753
43753 64577 179 43754
43754 64577 180 43755
43755 64577 181 43756
43756 64577 182 43757
43757 64577 183 43758
43758 64577 184 43759
43759 64577 185 43760
43760 64577 186 43761
43761 64577 187 43762
43762 64577 188 43763
43763 64577 189 43764
43764 64577 190 43765
43765 64577 191 43766
43766 64577 192 43767
43767 64577 193 1
43768 25002 178 204871
43769 23934 1 43770
43770 23934 2 43771
43771 23934 3 43772
43772 23934 4 43773
43773 23934 5 110516
43774 56005 103 171281
43775 0 0 0
43776 0 0 0
43777 21024 60 209866
43778 0 0 0
43779 24153 182 281984
43780 63895 32 21359
43781 15968 54 43782
43782 15968 55 43783
43783 15968 56 34286
43784 63799 47 43785
43785 63799 48 43786
43786 63799 49 43787
43787 63799 50 43788
43788 63799 51 43789
43789 63799 52 43790
43790 63799 53 43791
43791 63799 54 43792
43792 63799 55 43793
43793 63799 56 43794
43794 63799 57 43795
43795 63799 58 43796
43796 63799 59 43797
43797 63799 60 43798
43798 63799 61 43799
43799 63799 62 18636
43800 58482 18 143500
43801 0 0 0
43802 20648 133 285494
43803 0 0 0
43804 0 0 0
43805 13526 95 213303
43806 23091 83 254300
43807 11780 23 331606
43808 0 0 0
43809 0 0 0
43810 14850 36 232798
43811 4067 96 304130
43812 42836 152 179342
43813 0 0 0
43814 2677 54 141786
43815 7408 34 43816
43816 7408 35 80326
43817 42579 49 297856
43818 0 0 0
43819 0 0 0
43820 60670 47 91354
43821 0 0 0
43822 23514 47 46397
43823 0 0 0
43824 53736 109 43825
43825 53736 110 43826
43826 53736 111 43827
43827 53736 112 43828
43828 53736 113 43829
43829 53736 114 43830
43830 53736 115 43831
43831 53736 116 238774
43832 7177 16 22980
43833 0 0 0
43834 17323 53 228931
43835 0 0 0
43836 32298 97 3565
43837 0 0 0
43838 23255 71 131573
43839 0 0 0
43840 60102 119 312377
43841 41360 80 15025
43842 53029 25 378753
43843 0 0 0
43844 2677 7 151703
43845 37247 194 300044
43846 21533 17 389099
43847 0 0 0
43848 8481 24 412662
43849 0 0 0
43850 32705 34 119159
43851 0 0 0
43852 12160 29 211372
43853 30099 24 32114
43854 33045 40 168972
43855 0 0 0
43856 51448 6 333748
43857 0 0 0
43858 35640 94 236397
43859 0 0 0
43860 64411 77 299070
43861 0 0 0
43862 34819 69 85456
43863 0 0 0
43864 58482 131 186427
43865 0 0 0
43866 29927 27 1
43867 0 0 0
43868 14490 80 375182
43869 0 0 0
43870 42678 55 362442
43871 23255 173 80156
43872 52153 119 455462
43873 0 0 0
43874 12160 125 259704
43875 0 0 0
43876 40529 45 43877
43877 40529 46 43878
43878 40529 47 43879
43879 40529 48 53322
43880 1069 40 27122
43881 0 0 0
43882 0 0 0
43883 0 0 0
43884 1527 132 43885
43885 1527 133 43886
43886 1527 134 43887
43887 1527 135 43888
43888 1527 136 1
43889 38883 107 267566
43890 0 0 0
43891 53355 5 67053
43892 0 0 0
43893 58329 1 43894
43894 58329 2 43895
43895 58329 3 43896
43896 58329 4 43897
43897 58329 5 43898
43898 58329 6 43899
43899 58329 7 43900
43900 58329 8 43901
43901 58329 9 43902
43902 58329 10 43903
43903 58329 11 43904
43904 58329 12 43905
43905 58329 13 43906
43906 58329 14 43907
43907 58329 15 43908
43908 58329 16 43909
43909 58329 17 43910
43910 58329 18 43911
43911 58329 19 43912
43912 58329 20 43913
43913 58329 21 324262
43914 50623 19 286112
43915 0 0 0
43916 0 0 0
43917 49988 59 43918
43918 49988 60 43919
43919 49988 61 43920
43920 49988 62 43921
43921 49988 63 43922
43922 49988 64 43923
43923 49988 65 43924
43924 49988 66 43925
43925 49988 67 43926
43926 49988 68 43927
43927 49988 69 43928
43928 49988 70 43929
43929 49988 71 43930
43930 49988 72 43931
43931 49988 73 43932
43932 49988 74 43933
43933 49988 75 246688
43934 54057 41 84594
43935 56862 9 345154
43936 6417 11 423177
43937 40936 42 43938
43938 40936 43 43939
43939 40936 44 43940
43940 40936 45 43941
43941 40936 46 436142
43942 56244 7 64526
43943 0 0 0
43944 56244 51 385243
43945 0 0 0
43946 40660 11 43947
43947 40660 12 43948
43948 40660 13 43949
43949 40660 14 43950
43950 40660 15 43951
43951 40660 16 489398
43952 53055 28 38370
43953 0 0 0
43954 20648 47 381423
43955 0 0 0
43956 9159 20 465216
43957 0 0 0
43958 52831 39 290693
43959 0 0 0
43960 34819 45 474986
43961 1329 38 43962
43962 1329 39 43963
43963 1329 40 43964
43964 1329 41 43965
43965 1329 42 43966
43966 1329 43 43967
43967 1329 44 43968
43968 1329 45 43969
43969 1329 46 43970
43970 1329 47 43971
43971 1329 48 43972
43972 1329 49 43973
43973 1329 50 43974
43974 1329 51 43975
43975 1329 52 43976
43976 1329 53 43977
43977 1329 54 43978
43978 1329 55 43979
43979 1329 56 43980
43980 1329 57 43981
43981 1329 58 43982
43982 1329 59 43983
43983 1329 60 43984
43984 1329 61 43985
43985 1329 62 43986
43986 1329 63 43987
43987 1329 64 43988
43988 1329 65 43989
43989 1329 66 43990
43990 1329 67 385576
43991 15669 108 335273
43992 0 0 0
43993 12241 200 157376
43994 40211 100 43995
43995 40211 101 477332
43996 21534 84 213698
43997 45214 77 42387
43998 5217 89 403262
43999 0 0 0
44000 12409 3 368600
44001 0 0 0
44002 7282 45 44003
44003 7282 46 44004
44004 7282 47 44005
44005 7282 48 44006
44006 7282 49 44007
44007 7282 50 276732
44008 48970 37 160612
44009 0 0 0
44010 0 0 0
44011 4328 60 288400
44012 65524 83 44013
44013 65524 84 44014
44014 65524 85 44015
44015 65524 86 446217
44016 48790 165 329492
44017 65065 65 23636
44018 8492 122 120842
44019 0 0 0
44020 0 0 0
44021 23577 1 44022
44022 23577 2 44023
44023 23577 3 280051
44024 19118 78 86707
44025 35528 61 476896
44026 36207 64 116084
44027 54842 49 249804
44028 32090 8 143583
44029 0 0 0
44030 28435 82 217403
44031 38375 89 44032
44032 38375 90 44033
44033 38375 91 499428
44034 24153 169 390560
44035 0 0 0
44036 0 0 0
44037 35768 43 70696
44038 4335 15 65942
44039 0 0 0
44040 52611 32 44041
44041 52611 33 480372
44042 46013 116 314170
44043 14851 123 198790
44044 1322 76 208907
44045 0 0 0
44046 52463 48 141401
44047 46659 94 21225
44048 10263 60 44049
44049 10263 61 44050
44050 10263 62 44051
44051 10263 63 112116
44052 29391 70 391695
44053 0 0 0
44054 55822 126 44055
44055 55822 127 44056
44056 55822 128 44057
44057 55822 129 202590
44058 41316 1 44059
44059 41316 2 44060
44060 41316 3 44061
44061 41316 4 44062
44062 41316 5 44063
44063 41316 6 44064
44064 41316 7 44065
44065 41316 8 44066
44066 41316 9 44067
44067 41316 10 44068
44068 41316 11 44069
44069 41316 12 44070
44070 41316 13 44071
44071 41316 14 44072
44072 41316 15 44073
44073 41316 16 44074
44074 41316 17 44075
44075 41316 18 44076
44076 41316 19 44077
44077 41316 20 44078
44078 41316 21 44079
44079 41316 22 44080
44080 41316 23 44081
44081 41316 24 44082
44082 41316 25 44083
44083 41316 26 44084
44084 41316 27 44085
44085 41316 28 44086
44086 41316 29 44087
44087 41316 30 44088
44088 41316 31 44089
44089 41316 32 44090
44090 41316 33 44091
44091 41316 34 44092
44092 41316 35 44093
44093 41316 36 44094
44094 41316 37 44095
44095 41316 38 44096
44096 41316 39 44097
44097 41316 40 44098
44098 41316 41 44099
44099 41316 42 44100
44100 41316 43 44101
44101 41316 44 44102
44102 41316 45 44103
44103 41316 46 44104
44104 41316 47 44105
44105 41316 48 44106
44106 41316 49 44107
44107 41316 50 1
44108 35528 65 323764
44109 2125 151 103116
44110 0 0 0
44111 0 0 0
44112 65032 7 44113
44113 65032 8 44114
44114 65032 9 120338
44115 24330 142 320696
44116 31186 43 208625
44117 36767 107 39868
44118 7476 139 46918
44119 0 0 0
44120 0 0 0
44121 0 0 0
44122 27149 40 178549
44123 25928 169 290340
44124 27357 63 44125
44125 27357 64 44126
44126 27357 65 44127
44127 27357 66 494767
44128 26530 81 324760
44129 0 0 0
44130 6707 61 44131
44131 6707 62 44132
44132 6707 63 44133
44133 6707 64 44134
44134 6707 65 44135
44135 6707 66 44136
44136 6707 67 44137
44137 6707 68 88090
44138 25222 92 108503
44139 17540 11 44140
44140 17540 12 44141
44141 17540 13 44142
44142 17540 14 44143
44143 17540 15 447721
44144 2836 37 403858
44145 59315 106 44146
44146 59315 107 44147
44147 59315 108 44148
44148 59315 109 44149
44149 59315 110 336691
44150 35120 66 483272
44151 0 0 0
44152 18819 43 253588
44153 59311 89 1
44154 31264 43 127212
44155 0 0 0
44156 38660 123 337075
44157 0 0 0
44158 6036 113 78010
44159 0 0 0
44160 0 0 0
44161 0 0 0
